system:time_start,mean_2m_air_temperature,total_precipitation
"Mar 13, 2015",288.422,0
"Mar 14, 2015",290.34,0
"Mar 15, 2015",292.023,0
"Mar 16, 2015",292.65,0.001
"Mar 17, 2015",293.643,0
"Mar 18, 2015",295.751,0
"Mar 19, 2015",294.993,0
"Mar 20, 2015",293.191,0
"Mar 21, 2015",292.269,0
"Mar 22, 2015",291.457,0.001
"Mar 23, 2015",287.677,0.018
"Mar 24, 2015",287.427,0.012
"Mar 25, 2015",286.439,0.013
"Mar 26, 2015",288.138,0.023
"Mar 27, 2015",288.611,0.004
"Mar 28, 2015",289.988,0
"Mar 29, 2015",292.01,0
"Mar 30, 2015",293.086,0.001
"Mar 31, 2015",294.516,0.001
"Apr 1, 2015",294.833,0
"Apr 2, 2015",296.257,0
"Apr 3, 2015",295.984,0
"Apr 4, 2015",296.314,0
"Apr 5, 2015",296.116,0
"Apr 6, 2015",295.259,0.003
"Apr 7, 2015",290.883,0.001
"Apr 8, 2015",288.83,0.003
"Apr 9, 2015",290.056,0.001
"Apr 10, 2015",288.503,0.009
"Apr 11, 2015",286.878,0.029
"Apr 12, 2015",288.702,0.001
"Apr 13, 2015",287.624,0
"Apr 14, 2015",286.821,0
"Apr 15, 2015",290.959,0
"Apr 16, 2015",292.295,0
"Apr 17, 2015",293.581,0
"Apr 18, 2015",295.722,0.003
"Apr 19, 2015",296.659,0.003
"Apr 20, 2015",294.922,0.005
"Apr 21, 2015",290.696,0.003
"Apr 22, 2015",292.125,0.001
"Apr 23, 2015",293.376,0.002
"Apr 24, 2015",292.748,0.003
"Apr 25, 2015",293.636,0.001
"Apr 26, 2015",293.804,0.001
"Apr 27, 2015",294.554,0.001
"Apr 28, 2015",295.113,0.002
"Apr 29, 2015",295.27,0.004
"Apr 30, 2015",294.986,0
"May 1, 2015",294.572,0.003
"May 2, 2015",296.846,0.002
"May 3, 2015",296.255,0.002
"May 4, 2015",293.786,0.008
"May 5, 2015",292.261,0.006
"May 6, 2015",294.308,0.001
"May 7, 2015",295.432,0.002
"May 8, 2015",295.518,0.002
"May 9, 2015",295.863,0.003
"May 10, 2015",295.393,0.001
"May 11, 2015",295.331,0.003
"May 12, 2015",294.24,0.002
"May 13, 2015",296.261,0.001
"May 14, 2015",296.946,0
"May 15, 2015",298.296,0
"May 16, 2015",297.617,0
"May 17, 2015",296.786,0
"May 18, 2015",298.749,0
"May 19, 2015",298.267,0.003
"May 20, 2015",292.997,0.019
"May 21, 2015",291.876,0.012
"May 22, 2015",294.153,0.014
"May 23, 2015",294.145,0.038
"May 24, 2015",293.715,0.085
"May 25, 2015",293.924,0.011
"May 26, 2015",293.729,0.025
"May 27, 2015",296.253,0.004
"May 28, 2015",297.198,0.002
"May 29, 2015",298.245,0.002
"May 30, 2015",297.784,0.003
"May 31, 2015",295.378,0.006
"Jun 1, 2015",296.587,0.001
"Jun 2, 2015",298.025,0
"Jun 3, 2015",297.47,0
"Jun 4, 2015",296.837,0
"Jun 5, 2015",297.512,0
"Jun 6, 2015",295.671,0.002
"Jun 7, 2015",296.578,0.001
"Jun 8, 2015",297.971,0
"Jun 9, 2015",298.425,0
"Jun 10, 2015",299.076,0
"Jun 11, 2015",299.385,0
"Jun 12, 2015",298.927,0.001
"Jun 13, 2015",298.421,0
"Jun 14, 2015",297.904,0.001
"Jun 15, 2015",298.312,0.001
"Jun 16, 2015",299.267,0
"Jun 17, 2015",299.931,0
"Jun 18, 2015",299.623,0
"Jun 19, 2015",298.958,0.001
"Jun 20, 2015",298.182,0.001
"Jun 21, 2015",297.77,0.002
"Jun 22, 2015",297.465,0.019
"Jun 23, 2015",296.776,0.027
"Jun 24, 2015",298.14,0.002
"Jun 25, 2015",299.511,0.001
"Jun 26, 2015",299.9,0
"Jun 27, 2015",299.814,0
"Jun 28, 2015",299.517,0
"Jun 29, 2015",299.012,0
"Jun 30, 2015",299.79,0
"Jul 1, 2015",299.525,0
"Jul 2, 2015",299.107,0.001
"Jul 3, 2015",298.241,0
"Jul 4, 2015",297.871,0.001
"Jul 5, 2015",298.864,0.001
"Jul 6, 2015",298.058,0.022
"Jul 7, 2015",296.962,0.014
"Jul 8, 2015",297.539,0.011
"Jul 9, 2015",297.575,0.011
"Jul 10, 2015",295.825,0.07
"Jul 11, 2015",297.908,0.003
"Jul 12, 2015",297.832,0.002
"Jul 13, 2015",297.43,0.002
"Jul 14, 2015",297.554,0.003
"Jul 15, 2015",297.23,0.003
"Jul 16, 2015",297.744,0.002
"Jul 17, 2015",297.656,0.002
"Jul 18, 2015",297.912,0.003
"Jul 19, 2015",296.196,0.019
"Jul 20, 2015",297.249,0.006
"Jul 21, 2015",298.982,0
"Jul 22, 2015",297.005,0.001
"Jul 23, 2015",296.743,0.002
"Jul 24, 2015",297.565,0
"Jul 25, 2015",297.964,0.001
"Jul 26, 2015",298.103,0.004
"Jul 27, 2015",296.413,0.01
"Jul 28, 2015",295.338,0.012
"Jul 29, 2015",296.359,0.001
"Jul 30, 2015",296.142,0.002
"Jul 31, 2015",296.617,0.003
"Aug 1, 2015",296.66,0.001
"Aug 2, 2015",296.958,0
"Aug 3, 2015",297.26,0.001
"Aug 4, 2015",297.005,0.002
"Aug 5, 2015",296.459,0.003
"Aug 6, 2015",298.62,0.002
"Aug 7, 2015",296.925,0.148
"Aug 8, 2015",295.668,0.089
"Aug 9, 2015",295.927,0.006
"Aug 10, 2015",297.228,0
"Aug 11, 2015",297.772,0
"Aug 12, 2015",297.94,0.001
"Aug 13, 2015",296.729,0.004
"Aug 14, 2015",295.886,0.009
"Aug 15, 2015",297.797,0.003
"Aug 16, 2015",295.997,0.014
"Aug 17, 2015",296.282,0.005
"Aug 18, 2015",296.353,0.006
"Aug 19, 2015",296.734,0.014
"Aug 20, 2015",298.205,0.008
"Aug 21, 2015",298.714,0.044
"Aug 22, 2015",298.985,0.002
"Aug 23, 2015",296.488,0.027
"Aug 24, 2015",297.456,0.004
"Aug 25, 2015",296.475,0.004
"Aug 26, 2015",295.324,0.021
"Aug 27, 2015",294.374,0.014
"Aug 28, 2015",294.374,0.014
"Aug 29, 2015",293.413,0.048
"Aug 30, 2015",293.342,0.026
"Aug 31, 2015",293.559,0.02
"Sep 1, 2015",294.968,0.006
"Sep 2, 2015",295.562,0.003
"Sep 3, 2015",296.867,0.004
"Sep 4, 2015",296.279,0.004
"Sep 5, 2015",297.137,0.004
"Sep 6, 2015",297.544,0.001
"Sep 7, 2015",294.026,0.009
"Sep 8, 2015",295.523,0.008
"Sep 9, 2015",295.067,0.003
"Sep 10, 2015",294.817,0
"Sep 11, 2015",295.138,0
"Sep 12, 2015",295.178,0.001
"Sep 13, 2015",295.063,0.002
"Sep 14, 2015",296.579,0
"Sep 15, 2015",295.982,0.004
"Sep 16, 2015",295.533,0.001
"Sep 17, 2015",295.245,0.001
"Sep 18, 2015",295.111,0
"Sep 19, 2015",295.737,0
"Sep 20, 2015",295.09,0.001
"Sep 21, 2015",295.028,0.006
"Sep 22, 2015",296.143,0.001
"Sep 23, 2015",296.598,0.002
"Sep 24, 2015",296.066,0.001
"Sep 25, 2015",296.603,0.001
"Sep 26, 2015",295.592,0.003
"Sep 27, 2015",294.774,0.016
"Sep 28, 2015",295.13,0.14
"Sep 29, 2015",296.194,0.022
"Sep 30, 2015",296.645,0.012
"Oct 1, 2015",296.682,0.002
"Oct 2, 2015",295.967,0
"Oct 3, 2015",296.583,0.001
"Oct 4, 2015",296.562,0.001
"Oct 5, 2015",296.771,0
"Oct 6, 2015",296.192,0.001
"Oct 7, 2015",295.261,0.001
"Oct 8, 2015",294.438,0.004
"Oct 9, 2015",293.207,0.002
"Oct 10, 2015",293.05,0.003
"Oct 11, 2015",291.181,0.004
"Oct 12, 2015",292.691,0.001
"Oct 13, 2015",292.12,0
"Oct 14, 2015",292.734,0
"Oct 15, 2015",293.339,0
"Oct 16, 2015",293.838,0
"Oct 17, 2015",293.527,0
"Oct 18, 2015",294.664,0
"Oct 19, 2015",295.607,0.002
"Oct 20, 2015",293.981,0.011
"Oct 21, 2015",293.346,0.003
"Oct 22, 2015",293.899,0
"Oct 23, 2015",294.686,0
"Oct 24, 2015",295.153,0.001
"Oct 25, 2015",295.231,0
"Oct 26, 2015",294.561,0.001
"Oct 27, 2015",294.354,0
"Oct 28, 2015",293.929,0.001
"Oct 29, 2015",294.126,0.001
"Oct 30, 2015",293.905,0.001
"Oct 31, 2015",292.635,0
"Nov 1, 2015",292.131,0.001
"Nov 2, 2015",291.585,0
"Nov 3, 2015",293.621,0.001
"Nov 4, 2015",294.169,0.004
"Nov 5, 2015",294.644,0
"Nov 6, 2015",295.188,0
"Nov 7, 2015",295.697,0
"Nov 8, 2015",295.298,0.001
"Nov 9, 2015",293.868,0.001
"Nov 10, 2015",292.335,0
"Nov 11, 2015",292.765,0.001
"Nov 12, 2015",294.117,0
"Nov 13, 2015",293.577,0.002
"Nov 14, 2015",292.623,0.001
"Nov 15, 2015",294.253,0.001
"Nov 16, 2015",293.992,0
"Nov 17, 2015",295.055,0
"Nov 18, 2015",295.165,0
"Nov 19, 2015",293.805,0
"Nov 20, 2015",294.324,0.002
"Nov 21, 2015",292.977,0.004
"Nov 22, 2015",293.16,0
"Nov 23, 2015",293.625,0
"Nov 24, 2015",292.45,0
"Nov 25, 2015",289.172,0.001
"Nov 26, 2015",284.994,0
"Nov 27, 2015",287.367,0
"Nov 28, 2015",290.269,0
"Nov 29, 2015",290.677,0
"Nov 30, 2015",290.617,0
"Dec 1, 2015",291.179,0
"Dec 2, 2015",291.096,0
"Dec 3, 2015",288.97,0.001
"Dec 4, 2015",288.503,0
"Dec 5, 2015",290.315,0.004
"Dec 6, 2015",288.677,0.005
"Dec 7, 2015",289.297,0.002
"Dec 8, 2015",290.442,0.001
"Dec 9, 2015",290.642,0.029
"Dec 10, 2015",288.804,0.005
"Dec 11, 2015",288.756,0.001
"Dec 12, 2015",288.944,0
"Dec 13, 2015",290.515,0
"Dec 14, 2015",290.447,0
"Dec 15, 2015",287.21,0
"Dec 16, 2015",283.198,0
"Dec 17, 2015",282.13,0
"Dec 18, 2015",284.892,0
"Dec 19, 2015",287.494,0
"Dec 20, 2015",289.146,0.001
"Dec 21, 2015",290.817,0.001
"Dec 22, 2015",291.97,0.001
"Dec 23, 2015",292.46,0
"Dec 24, 2015",291.171,0
"Dec 25, 2015",287.979,0.001
"Dec 26, 2015",288.809,0.001
"Dec 27, 2015",287.016,0.003
"Dec 28, 2015",286.464,0.001
"Dec 29, 2015",286.743,0
"Dec 30, 2015",286.614,0.001
"Dec 31, 2015",286.583,0
"Jan 1, 2016",288.744,0
"Jan 2, 2016",289.016,0.008
"Jan 3, 2016",289.59,0.017
"Jan 4, 2016",291.036,0.002
"Jan 5, 2016",290.346,0.002
"Jan 6, 2016",287.877,0.008
"Jan 7, 2016",287.039,0.004
"Jan 8, 2016",285.885,0.001
"Jan 9, 2016",286.761,0
"Jan 10, 2016",288.181,0.001
"Jan 11, 2016",286.106,0.014
"Jan 12, 2016",285.892,0.002
"Jan 13, 2016",284.005,0.003
"Jan 14, 2016",285.024,0.003
"Jan 15, 2016",284.662,0.009
"Jan 16, 2016",288.244,0.002
"Jan 17, 2016",285.729,0.011
"Jan 18, 2016",284.914,0.001
"Jan 19, 2016",284.837,0.001
"Jan 20, 2016",286.546,0.003
"Jan 21, 2016",286.731,0.002
"Jan 22, 2016",285.41,0.021
"Jan 23, 2016",276.752,0.025
"Jan 24, 2016",273.133,0.005
"Jan 25, 2016",277.149,0
"Jan 26, 2016",284.188,0.002
"Jan 27, 2016",285.588,0.006
"Jan 28, 2016",287.099,0.011
"Jan 29, 2016",287.241,0.028
"Jan 30, 2016",286.319,0.001
"Jan 31, 2016",287.959,0.002
"Feb 1, 2016",283.838,0.006
"Feb 2, 2016",283.513,0.003
"Feb 3, 2016",284.655,0.001
"Feb 4, 2016",286.017,0.003
"Feb 5, 2016",282.941,0.001
"Feb 6, 2016",278.857,0
"Feb 7, 2016",280.304,0
"Feb 8, 2016",282.736,0
"Feb 9, 2016",285.099,0
"Feb 10, 2016",288.385,0
"Feb 11, 2016",288.527,0.001
"Feb 12, 2016",291.3,0
"Feb 13, 2016",292.595,0
"Feb 14, 2016",285.747,0.004
"Feb 15, 2016",282.051,0.003
"Feb 16, 2016",282.491,0.006
"Feb 17, 2016",283.84,0.009
"Feb 18, 2016",286.525,0.002
"Feb 19, 2016",285.902,0.001
"Feb 20, 2016",283.57,0.004
"Feb 21, 2016",287.001,0
"Feb 22, 2016",287.627,0.002
"Feb 23, 2016",285.794,0.005
"Feb 24, 2016",284.076,0.002
"Feb 25, 2016",284.741,0.002
"Feb 26, 2016",284.974,0.002
"Feb 27, 2016",285.386,0.001
"Feb 28, 2016",287.742,0
"Feb 29, 2016",284.598,0
"Mar 1, 2016",285.983,0
"Mar 2, 2016",286.6,0
"Mar 3, 2016",288.528,0
"Mar 4, 2016",290.433,0
"Mar 5, 2016",290.67,0
"Mar 6, 2016",290.118,0.001
"Mar 7, 2016",290.872,0
"Mar 8, 2016",292.298,0.001
"Mar 9, 2016",287.372,0.02
"Mar 10, 2016",282.133,0.038
"Mar 11, 2016",282.727,0.01
"Mar 12, 2016",285.924,0.004
"Mar 13, 2016",287.421,0.034
"Mar 14, 2016",285.175,0.005
"Mar 15, 2016",284.984,0.013
"Mar 16, 2016",287.415,0.001
"Mar 17, 2016",290.305,0.008
"Mar 18, 2016",292.127,0.019
"Mar 19, 2016",291.229,0.002
"Mar 20, 2016",289.228,0.01
"Mar 21, 2016",288.207,0.018
"Mar 22, 2016",288.726,0.005
"Mar 23, 2016",286.783,0.017
"Mar 24, 2016",282.841,0.016
"Mar 25, 2016",280.906,0.008
"Mar 26, 2016",283.637,0
"Mar 27, 2016",281.876,0.001
"Mar 28, 2016",285.516,0
"Mar 29, 2016",288.406,0
"Mar 30, 2016",290.226,0.001
"Mar 31, 2016",290.727,0.001
"Apr 1, 2016",291.646,0
"Apr 2, 2016",292.801,0
"Apr 3, 2016",294.027,0.001
"Apr 4, 2016",292.894,0
"Apr 5, 2016",292.533,0
"Apr 6, 2016",294.585,0
"Apr 7, 2016",295.401,0
"Apr 8, 2016",292.915,0
"Apr 9, 2016",293.649,0.002
"Apr 10, 2016",292.241,0.009
"Apr 11, 2016",290.327,0.004
"Apr 12, 2016",293.049,0.004
"Apr 13, 2016",292.14,0.054
"Apr 14, 2016",291.999,0.017
"Apr 15, 2016",292.215,0.006
"Apr 16, 2016",295.788,0
"Apr 17, 2016",294.199,0.001
"Apr 18, 2016",290.684,0.004
"Apr 19, 2016",293.444,0
"Apr 20, 2016",294.212,0.001
"Apr 21, 2016",296.642,0
"Apr 22, 2016",295.013,0.003
"Apr 23, 2016",295.28,0
"Apr 24, 2016",293.469,0.001
"Apr 25, 2016",293.619,0.001
"Apr 26, 2016",294.674,0.002
"Apr 27, 2016",294.819,0.004
"Apr 28, 2016",291.57,0.009
"Apr 29, 2016",291.612,0
"Apr 30, 2016",291.022,0.01
"May 1, 2016",291.833,0.005
"May 2, 2016",296.187,0.001
"May 3, 2016",296.24,0.001
"May 4, 2016",295.83,0.006
"May 5, 2016",296.196,0.001
"May 6, 2016",297.174,0
"May 7, 2016",296.328,0
"May 8, 2016",295.951,0.002
"May 9, 2016",296.847,0
"May 10, 2016",295.371,0.002
"May 11, 2016",293.707,0.002
"May 12, 2016",295.446,0.002
"May 13, 2016",296.732,0.003
"May 14, 2016",296.335,0.004
"May 15, 2016",295.792,0.014
"May 16, 2016",291.717,0.005
"May 17, 2016",292.264,0.004
"May 18, 2016",293.534,0.002
"May 19, 2016",294.646,0.001
"May 20, 2016",295.628,0.003
"May 21, 2016",294.252,0.006
"May 22, 2016",295.357,0.005
"May 23, 2016",295.698,0.016
"May 24, 2016",295.434,0.004
"May 25, 2016",295.772,0.001
"May 26, 2016",296.997,0.002
"May 27, 2016",297.776,0.004
"May 28, 2016",299.031,0.001
"May 29, 2016",299.096,0.001
"May 30, 2016",298.648,0.001
"May 31, 2016",299.17,0.001
"Jun 1, 2016",299.765,0.001
"Jun 2, 2016",297.328,0.005
"Jun 3, 2016",299.321,0
"Jun 4, 2016",299.686,0
"Jun 5, 2016",296.424,0.002
"Jun 6, 2016",295.626,0.002
"Jun 7, 2016",296.743,0.004
"Jun 8, 2016",297.191,0.002
"Jun 9, 2016",296.646,0.013
"Jun 10, 2016",295.438,0.023
"Jun 11, 2016",295.254,0.015
"Jun 12, 2016",296.192,0.031
"Jun 13, 2016",296.167,0.009
"Jun 14, 2016",295.886,0.005
"Jun 15, 2016",299.125,0.001
"Jun 16, 2016",298.529,0.001
"Jun 17, 2016",297.216,0.001
"Jun 18, 2016",296.826,0.001
"Jun 19, 2016",297.472,0.003
"Jun 20, 2016",297.687,0.006
"Jun 21, 2016",297.881,0.001
"Jun 22, 2016",298.794,0.002
"Jun 23, 2016",298.52,0.006
"Jun 24, 2016",298.564,0.004
"Jun 25, 2016",298.833,0.002
"Jun 26, 2016",298.06,0.003
"Jun 27, 2016",298.77,0.006
"Jun 28, 2016",297.95,0.012
"Jun 29, 2016",297.382,0.008
"Jun 30, 2016",297.474,0.001
"Jul 1, 2016",298.079,0.001
"Jul 2, 2016",297.766,0.004
"Jul 3, 2016",297.076,0.003
"Jul 4, 2016",297.855,0.008
"Jul 5, 2016",298.85,0.001
"Jul 6, 2016",298.762,0.003
"Jul 7, 2016",298.926,0.017
"Jul 8, 2016",297.344,0.021
"Jul 9, 2016",296.946,0.067
"Jul 10, 2016",296.787,0.017
"Jul 11, 2016",296.703,0.012
"Jul 12, 2016",297.364,0.008
"Jul 13, 2016",298.71,0.001
"Jul 14, 2016",298.92,0.002
"Jul 15, 2016",299.39,0
"Jul 16, 2016",299.086,0
"Jul 17, 2016",297.491,0.003
"Jul 18, 2016",296.263,0.006
"Jul 19, 2016",297.005,0.008
"Jul 20, 2016",297.621,0.003
"Jul 21, 2016",298.547,0
"Jul 22, 2016",298.236,0.002
"Jul 23, 2016",298.937,0.004
"Jul 24, 2016",298.741,0.001
"Jul 25, 2016",299.03,0.001
"Jul 26, 2016",298.812,0.003
"Jul 27, 2016",299.215,0
"Jul 28, 2016",299.063,0
"Jul 29, 2016",298.192,0.004
"Jul 30, 2016",298.078,0.003
"Jul 31, 2016",299.733,0.004
"Aug 1, 2016",298.539,0.012
"Aug 2, 2016",297.119,0.021
"Aug 3, 2016",297.194,0.011
"Aug 4, 2016",297.734,0.001
"Aug 5, 2016",297.569,0.003
"Aug 6, 2016",297.557,0.002
"Aug 7, 2016",297.793,0.002
"Aug 8, 2016",297.535,0.001
"Aug 9, 2016",297.041,0.004
"Aug 10, 2016",297.778,0.042
"Aug 11, 2016",296.479,0.028
"Aug 12, 2016",296.252,0.073
"Aug 13, 2016",295.489,0.029
"Aug 14, 2016",297.414,0.028
"Aug 15, 2016",297.743,0.009
"Aug 16, 2016",296.69,0.016
"Aug 17, 2016",296.392,0.01
"Aug 18, 2016",296.872,0.009
"Aug 19, 2016",296.046,0.006
"Aug 20, 2016",297.031,0.008
"Aug 21, 2016",297.186,0.004
"Aug 22, 2016",297.949,0.001
"Aug 23, 2016",298.307,0.001
"Aug 24, 2016",298.345,0.001
"Aug 25, 2016",298.196,0
"Aug 26, 2016",297.904,0.001
"Aug 27, 2016",297.712,0.01
"Aug 28, 2016",295.558,0.008
"Aug 29, 2016",295.589,0.004
"Aug 30, 2016",295.736,0.001
"Aug 31, 2016",296.042,0
"Sep 1, 2016",297.411,0
"Sep 2, 2016",296.413,0.007
"Sep 3, 2016",295.744,0.024
"Sep 4, 2016",296.964,0.02
"Sep 5, 2016",296.934,0.147
"Sep 6, 2016",295.418,0.042
"Sep 7, 2016",295.151,0.024
"Sep 8, 2016",295.578,0.004
"Sep 9, 2016",295.671,0.004
"Sep 10, 2016",295.258,0.003
"Sep 11, 2016",296.818,0.002
"Sep 12, 2016",296.286,0.001
"Sep 13, 2016",297.539,0.017
"Sep 14, 2016",295.382,0.044
"Sep 15, 2016",295.294,0.007
"Sep 16, 2016",297.086,0.014
"Sep 17, 2016",294.83,0.04
"Sep 18, 2016",295.516,0.003
"Sep 19, 2016",294.764,0.001
"Sep 20, 2016",294.972,0.001
"Sep 21, 2016",295.941,0.001
"Sep 22, 2016",295.911,0.001
"Sep 23, 2016",295.767,0
"Sep 24, 2016",296.721,0
"Sep 25, 2016",296.84,0
"Sep 26, 2016",297.331,0.035
"Sep 27, 2016",295.305,0.121
"Sep 28, 2016",295.864,0.016
"Sep 29, 2016",295.91,0.028
"Sep 30, 2016",295.993,0.015
"Oct 1, 2016",296.223,0.001
"Oct 2, 2016",296.84,0
"Oct 3, 2016",296.434,0
"Oct 4, 2016",296.257,0
"Oct 5, 2016",297.297,0.001
"Oct 6, 2016",296.419,0.039
"Oct 7, 2016",294.846,0.067
"Oct 8, 2016",294.36,0.067
"Oct 9, 2016",292.286,0.047
"Oct 10, 2016",293.039,0.008
"Oct 11, 2016",294.807,0.005
"Oct 12, 2016",294.432,0.002
"Oct 13, 2016",294.862,0.005
"Oct 14, 2016",295.86,0
"Oct 15, 2016",296.266,0.01
"Oct 16, 2016",296.257,0.002
"Oct 17, 2016",297.232,0
"Oct 18, 2016",296.641,0.001
"Oct 19, 2016",297.386,0.033
"Oct 20, 2016",298.158,0.005
"Oct 21, 2016",297.049,0.005
"Oct 22, 2016",296.759,0.004
"Oct 23, 2016",295.989,0.001
"Oct 24, 2016",295.454,0.001
"Oct 25, 2016",296.067,0
"Oct 26, 2016",296.549,0
"Oct 27, 2016",295.565,0.002
"Oct 28, 2016",296.08,0
"Oct 29, 2016",294.153,0
"Oct 30, 2016",293.563,0
"Oct 31, 2016",294.092,0
"Nov 1, 2016",291.417,0
"Nov 2, 2016",290.643,0
"Nov 3, 2016",291.533,0.001
"Nov 4, 2016",291.805,0
"Nov 5, 2016",292.23,0
"Nov 6, 2016",293.798,0
"Nov 7, 2016",293.08,0.001
"Nov 8, 2016",290.925,0.001
"Nov 9, 2016",290.275,0.001
"Nov 10, 2016",289.36,0.001
"Nov 11, 2016",291.945,0
"Nov 12, 2016",292.917,0
"Nov 13, 2016",293.703,0
"Nov 14, 2016",294.014,0
"Nov 15, 2016",293.968,0
"Nov 16, 2016",293.727,0
"Nov 17, 2016",293.307,0
"Nov 18, 2016",293.558,0
"Nov 19, 2016",294.192,0.004
"Nov 20, 2016",293.507,0.004
"Nov 21, 2016",292.243,0.003
"Nov 22, 2016",291.812,0.026
"Nov 23, 2016",288.862,0.016
"Nov 24, 2016",289.388,0.001
"Nov 25, 2016",292.318,0
"Nov 26, 2016",290.727,0.012
"Nov 27, 2016",287.812,0.01
"Nov 28, 2016",288.29,0
"Nov 29, 2016",291.362,0
"Nov 30, 2016",290.689,0.002
"Dec 1, 2016",289.265,0
"Dec 2, 2016",290.402,0
"Dec 3, 2016",291.713,0
"Dec 4, 2016",291.991,0
"Dec 5, 2016",291.713,0
"Dec 6, 2016",289.167,0
"Dec 7, 2016",290.618,0
"Dec 8, 2016",290.524,0
"Dec 9, 2016",290.333,0
"Dec 10, 2016",290.916,0
"Dec 11, 2016",290.24,0.002
"Dec 12, 2016",289.614,0
"Dec 13, 2016",290.326,0
"Dec 14, 2016",287.434,0
"Dec 15, 2016",284.249,0.002
"Dec 16, 2016",283.369,0.001
"Dec 17, 2016",287.389,0
"Dec 18, 2016",288.576,0
"Dec 19, 2016",290.34,0
"Dec 20, 2016",293.268,0
"Dec 21, 2016",292.336,0.002
"Dec 22, 2016",290.26,0.003
"Dec 23, 2016",289.103,0.001
"Dec 24, 2016",291.102,0
"Dec 25, 2016",291.001,0
"Dec 26, 2016",290.638,0
"Dec 27, 2016",284.984,0
"Dec 28, 2016",285.043,0.004
"Dec 29, 2016",285.517,0
"Dec 30, 2016",288.528,0
"Dec 31, 2016",289.91,0
"Jan 1, 2017",290.631,0
"Jan 2, 2017",290.327,0
"Jan 3, 2017",290.352,0
"Jan 4, 2017",291.184,0
"Jan 5, 2017",290.987,0.001
"Jan 6, 2017",290.875,0.001
"Jan 7, 2017",290.656,0
"Jan 8, 2017",290.241,0
"Jan 9, 2017",288.522,0
"Jan 10, 2017",288.607,0
"Jan 11, 2017",289.623,0
"Jan 12, 2017",288.695,0.001
"Jan 13, 2017",286.221,0.004
"Jan 14, 2017",285.93,0.002
"Jan 15, 2017",285.274,0.002
"Jan 16, 2017",286.083,0
"Jan 17, 2017",288.539,0.001
"Jan 18, 2017",288.24,0.001
"Jan 19, 2017",288.504,0
"Jan 20, 2017",284.076,0
"Jan 21, 2017",284.507,0
"Jan 22, 2017",285.208,0
"Jan 23, 2017",285.385,0.001
"Jan 24, 2017",285.622,0.002
"Jan 25, 2017",285.296,0.001
"Jan 26, 2017",285.217,0
"Jan 27, 2017",287.177,0
"Jan 28, 2017",289.15,0
"Jan 29, 2017",290.927,0
"Jan 30, 2017",287.822,0
"Jan 31, 2017",288.784,0
"Feb 1, 2017",287.678,0
"Feb 2, 2017",286.978,0
"Feb 3, 2017",288.994,0
"Feb 4, 2017",288.096,0
"Feb 5, 2017",288.726,0
"Feb 6, 2017",288.749,0
"Feb 7, 2017",288.797,0
